Date,High,Low,Open,Close,Volume,Adj Close
2012-06-17,18.0,17.200000762939453,17.700000762939453,17.399999618530273,10683700.0,11.632275581359863
2012-06-24,18.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,11984900.0,11.632275581359863
2012-07-01,18.0,16.700000762939453,17.600000381469727,17.299999237060547,29581300.0,11.565421104431152
2012-07-08,17.899999618530273,17.0,17.100000381469727,17.399999618530273,25763600.0,11.632275581359863
2012-07-15,19.0,17.5,17.5,18.700000762939453,23468600.0,12.50135326385498
2012-07-22,18.799999237060547,18.100000381469727,18.100000381469727,18.5,6213700.0,12.36764907836914
2012-07-29,19.100000381469727,18.200000762939453,18.700000762939453,18.600000381469727,10083000.0,12.434500694274902
2012-08-05,18.799999237060547,18.200000762939453,18.700000762939453,18.299999237060547,7915100.0,12.233943939208984
2012-08-12,18.399999618530273,17.399999618530273,18.299999237060547,17.700000762939453,20801500.0,11.832832336425781
2012-08-19,18.0,17.299999237060547,17.700000762939453,17.399999618530273,19816900.0,11.632275581359863
2012-08-26,17.700000762939453,17.200000762939453,17.399999618530273,17.200000762939453,9312300.0,11.754677772521973
2012-09-02,18.100000381469727,17.299999237060547,17.299999237060547,17.799999237060547,9625300.0,12.164726257324219
2012-09-09,18.700000762939453,17.700000762939453,17.899999618530273,18.0,27567200.0,12.301407814025879
2012-09-16,18.399999618530273,17.600000381469727,18.100000381469727,17.799999237060547,12474400.0,12.164726257324219
2012-09-23,19.200000762939453,17.5,17.799999237060547,18.899999618530273,22860500.0,12.91647720336914
2012-09-30,19.5,18.200000762939453,18.899999618530273,19.5,32981900.0,13.326522827148438
2012-10-07,20.200000762939453,18.899999618530273,19.5,19.899999618530273,28317400.0,13.59989070892334
2012-10-14,20.799999237060547,19.399999618530273,19.799999237060547,20.299999237060547,28172700.0,13.873251914978027
2012-10-21,20.200000762939453,18.899999618530273,20.100000381469727,19.299999237060547,15964600.0,13.189840316772461
2012-10-28,19.899999618530273,19.100000381469727,19.299999237060547,19.700000762939453,7076100.0,13.463207244873047
